,House Name,Location,ImgURL,Price
203,2 Bed Apartment with En Suite in Kilimani,2 BEDROOM APARTMENT FOR SALE IN KILIMANI,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e8ebf32fc97386e10a9c00c53e01319e/-/prod-property-core-backend-media-brk/6686307/abe1d371-4b2e-4199-8d95-ebbda592c79b.jpg,"KSh 20,000,000"
204,4 Bed Apartment with En Suite in Kileleshwa,4 BEDROOM APARTMENT FOR SALE IN KILELESHWA WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ac2bc81f9dbd3936f0e1799e807db53e/-/prod-property-core-backend-media-brk/6686281/2cf57475-1c30-461d-b0cb-63f3df837d92.JPG,"KSh 12,000,000"
205,3 Bed Apartment with En Suite at Off Argwings Kodhek Road,Three Bedroom(2 Ensuite) - From 12M,https://i.roamcdn.net/prop/brk/listing-thumb-376w/391245d86de8df05a87ce60383723cc4/-/prod-property-core-backend-media-brk/6686227/6c2b65af-4a50-4ff4-a292-eb5ddea93065.jpg,"KSh 7,000,000"
206,2 Bed Apartment with En Suite in Lavington,2 BEDROOM APARTMENT FOR SALE IN LAVINGTON,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8f596d151fdabcdb24ec504cc60a83f7/-/prod-property-core-backend-media-brk/6685985/a08d5da6-7463-4593-a178-edbe4f2fcddd.jpg,"KSh 4,500,000"
207,1 Bed Apartment with En Suite in Lavington,1 BEDROOM APARTMENT FOR SALE IN LAVINGTON,https://i.roamcdn.net/prop/brk/listing-thumb-376w/11a700b94057c2462ea28584d94c68f4/-/prod-property-core-backend-media-brk/6685843/2e62bb17-13a5-413a-becc-82854214d7d9.jpeg,"KSh 28,000,000"
208,10 Bed Apartment with Parking at Githurai 45,APARTMENT ON SALE IN GITHURAI 45,https://i.roamcdn.net/prop/brk/listing-thumb-376w/9af13000bcec5ebed3405c4ab9c3d76f/-/prod-property-core-backend-media-brk/6685791/98eb3a81-b786-45ac-bdb3-a206ec12c7c1.jpeg,"KSh 180,000,000"
209,7 Bed House with En Suite in Karen,7 BEDROOMS HOUSE IN KAREN,https://i.roamcdn.net/prop/brk/listing-thumb-376w/75e1e89ac20eb6b247ccc4e9aac7cf8c/-/prod-property-core-backend-media-brk/6685686/9236dd59-99be-484d-8f71-83a0ee785d58.jpeg,"KSh 17,000,000"
210,4 Bed House with En Suite at Epza,4 BEDROOMS MAISONETTE PLUS DSQ,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f173dedb9dfde869cbd9d59800517877/-/prod-property-core-backend-media-brk/3425647/1fef061d-5641-4f8a-b760-231aa990fe03.jpg,"KSh 150,000,000"
211,5 Bed Townhouse with En Suite at Runda,5 BEDROOM FOR SALE IN RUNDA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/34a4abf7fb54e9eb013b2175790b2631/-/prod-property-core-backend-media-brk/6670688/fe1babc9-7e99-460d-b74f-88e25b9ddfea.jpg,"KSh 330,000,000"
212,4 ac Land in Karen,4 Acres of Land on Sale in Karen,https://i.roamcdn.net/prop/brk/listing-thumb-376w/caeefc53e36cea970a108e458fc1c217/-/prod-property-core-backend-media-brk/6684824/1738b31c-7a74-4614-8ac1-d5c4425f4c9b.jpeg,"KSh 17,511,000"
213,"1,347 ft² Office with Backup Generator at Ngong Road",UPPERHILL : 1347 Sq. Ft. Serviced Executive Of ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3e4a640226b2fe858edb9ae86eb28475/-/prod-property-core-backend-media-brk/6685717/ba829c36-f541-4e75-b889-a55e6d2f0d00.jpg,"KSh 18,863,000"
214,"1,451 ft² Office with Backup Generator at Near The National Library",UPPERHILL : 1451Sq. Ft. Serviced Executive Off ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/2044c278788e96cd517b131adf3efb9b/-/prod-property-core-backend-media-brk/6684902/97008e9a-0b3b-493a-86f1-577dca7addc2.jpg,"KSh 33,000,000"
215,3 Bed Apartment with En Suite in Riverside,3 Bedroom Apartment For Sale in Riverside,https://i.roamcdn.net/prop/brk/listing-thumb-376w/c40fd186f549b8b86e9020323addb741/-/prod-property-core-backend-media-brk/6685614/cc4eba89-839f-415c-a719-f7ff8c7c66a5.JPG,"KSh 120,000,000"
216,Land in Kilifi County,10 Acre Prime Beach plot in Kilifi Chumani Beac ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/67c5c81cfe2f6d2b8d7e591af500f529/-/prod-property-core-backend-media-brk/6685489/12a284cd-7ad5-45e5-8277-4d3acbdd510c.jpg,"KSh 349,000"
217,0.045 ha Land in Nanyuki,Prime property in Nanyuki,https://i.roamcdn.net/prop/brk/listing-thumb-376w/160b05ab0d776110694c116c68b73de3/-/prod-property-core-backend-media-brk/6533610/ea3d335f-598a-4f0f-9fb3-76b3ec32e64b.jpeg,"KSh 6,500,000"
218,3 Bed Townhouse with En Suite at Kenyatta Road,3 BEDROOM ALL -ENSUITE BUNGALOW,https://i.roamcdn.net/prop/brk/listing-thumb-376w/61e752e8badb3edca05c0f7f8b7fa680/-/prod-property-core-backend-media-brk/6534664/b3497123-e6f7-4c5c-bcea-679cc4248459.jpeg,"KSh 4,800,000"
219,0.25 ac Land at Chuna,¼ Acre Plot on Sale In Kitengela,https://i.roamcdn.net/prop/brk/listing-thumb-376w/c2ce1ca355b2ac32a03625b0a4ad96a0/-/prod-property-core-backend-media-brk/6533819/21ce6f98-be8d-49c5-9b73-6d69b78223de.jpeg,"KSh 27,000,000"
220,4 Bed Townhouse with En Suite at Kirawa Rd,Four bedroom townhouse for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/60b44cd1134b37b9859b2993522d1d3b/-/prod-property-core-backend-media-brk/6684273/7c9adef0-121e-4d00-8bc5-dace4cf83764.jpg,"KSh 7,300,000"
221,3 Bed House with En Suite in Ruiru,3 BEDROOMS BUNGALOW IN RUIRU KIMBO,https://i.roamcdn.net/prop/brk/listing-thumb-376w/01244f17f62497a1b58f081f6f1085b7/-/prod-property-core-backend-media-brk/6534691/00459b58-1c6a-418b-b0ce-2c1f83406073.png,"KSh 110,000,000"
222,7 Bed House with En Suite in Ridgeways,Unique Listings,https://i.roamcdn.net/prop/brk/listing-thumb-376w/effcbc3b0a3410756b99f9bba6457ecc/-/prod-property-core-backend-media-brk/6685107/6dbf7878-9386-47ef-a55a-0eed86bb4a15.jpg,"KSh 6,950,000"
223,3 Bed House with En Suite at Ng'Undu,3 BEDROOM BUNGALOW IN KAMULU.,https://i.roamcdn.net/prop/brk/listing-thumb-376w/0bae83f7d35e61fef2e8ee6a30bad93d/-/prod-property-core-backend-media-brk/6685051/af0448bd-c3fa-46a3-901b-ede0f535ea3d.jpeg,"KSh 10,500,000"
224,0.25 ac Land at Bhakita Crescent,PRIME QUARTER AN ACRE PLOT IN UTAWALA.,https://i.roamcdn.net/prop/brk/listing-thumb-376w/82eed86a3accb89dfbae9c4115dd1715/-/prod-property-core-backend-media-brk/6684972/cbb77e63-f71f-4992-8124-b5839dd8f4c7.JPG,"KSh 3,950,000"
225,0.125 ac Land at Exit 16,50 BY 100 SERVICED PLOT ALONG THIKA ROAD( HEREN ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/b13214cad1218fa97fdc3ed4bad4e2dd/-/prod-property-core-backend-media-brk/6684991/902258ea-facb-4da4-9cbd-2f33b9a263d4.jpg,"KSh 68,000,000"
226,4 Bed Villa with En Suite at Lavington,4 BEDROOM HOUSE FOR SALE IN LAVINGTON IN NAIROB ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/87774de507c2839183a5e86d97d9d4ed/-/prod-property-core-backend-media-brk/6684885/1e3a2341-92ee-44b9-aac5-a48b7d3b7e89.png,"KSh 4,500,000"
227,0.5 ac Land at Ng'Undu,PRIME 80 BY 60 PLOT IN KAMULU,https://i.roamcdn.net/prop/brk/listing-thumb-376w/c4f6b5b98308e1bb09836d5f748cc6dd/-/prod-property-core-backend-media-brk/6684740/23bad9c9-edfd-4a92-80a7-ebd57eeacfba.jpg,"KSh 10,500,000"
228,3 Bed House with En Suite in Ngong,Kibiko Bungalow,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a2d01bfac2f4e6e370c10afa7fd94383/-/prod-property-core-backend-media-brk/6672184/a1dc36dc-b3a9-4fff-9a37-202ff076c0a1.jpg,"KSh 450,000,000"
229,5 ac Land in Kiambu Road,Very Secure and Prime 5 Acres Plot For Sale off ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/cafecbcd18135984713957f916791c9e/-/prod-property-core-backend-media-brk/6108492/1d85f8a6-297c-4c8c-b790-c13bf5ada139.jpg,"KSh 280,000,000"
230,Warehouse with Backup Generator at Off Enterprise Rd,1-Acre Property For Sale in Industrial Area,https://i.roamcdn.net/prop/brk/listing-thumb-376w/6cece215c36bcd2701ebab0aafd18229/-/prod-property-core-backend-media-brk/6605973/1d108260-40dc-46f2-8d87-52fe8b50ddc8.jpg,"KSh 9,800,000"
231,2 Bed Apartment with En Suite in Tatu City,"Modern 1,2&3 Apartments for sale in Tatu City",https://i.roamcdn.net/prop/brk/listing-thumb-376w/d6dbc99f8742ae2a5b314954aba30ba6/-/prod-property-core-backend-media-brk/6684741/6a12d046-781b-481f-89e2-6ba92ca4c215.jpeg,"KSh 10,500,000"
232,3 Bed Apartment with En Suite in Kilimani,Luxurious 3 Bed all-ensuite - Kilimani,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e6d6cc8e447b8b97211b2f9f4a024c30/-/prod-property-core-backend-media-brk/6684710/e6737842-33c7-4051-866e-0dcbaa19af41.jpg,"KSh 70,000,000"
233,4 Bed Townhouse with En Suite in Lavington,4 bedroom townhouse for sale in Lavington,https://i.roamcdn.net/prop/brk/listing-thumb-376w/87c6d3e9c483c01ca14d4ef6646f2f54/-/prod-property-core-backend-media-brk/6672906/3de44423-8116-45f5-9213-990fe5e9c93f.jpeg,"KSh 38,000,000"
234,4 Bed Townhouse with En Suite at Off Waiyaki Way,4 Bedrooms Maisonettes For Sale in Westlands,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ee4fb86a5d4e376d0cbe3aa9621b03ec/-/prod-property-core-backend-media-brk/6684634/07c7281b-e0e4-499c-b113-c00219332423.jpg,"KSh 8,500,000"
235,3 Bed Apartment with En Suite in Nyali Area,LUXURIOUS 3 BEDROOMS villas WITH SWIMMING POOL ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3699e8f12d0e143c613e9ab6e3a65183/-/prod-property-core-backend-media-brk/6684611/0f1af885-aa2a-4ee3-b471-fd9acbe9b4bc.jpg,"KSh 31,000,000"
236,4 Bed Apartment with En Suite in Kileleshwa,4-Bedroom Apartment All Ensuite + Study - ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/65a4ba33633ba51d18d0afd99fd2f33e/-/prod-property-core-backend-media-brk/6684508/6530c796-27ca-4765-adf8-3d0b90d0cf8a.jpg,"KSh 7,500,000"
237,Serviced 2 Bed Apartment with En Suite at Off Mombasa Road,2 & 3 bedroom apartments for sale in Syokimau,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3c050a294ea799c2745a4a41ad271afb/-/prod-property-core-backend-media-brk/6684415/47793196-a9cc-4657-9d89-505c78d6bb59.jpg,"KSh 18,000,000"
238,2 Bed Townhouse with En Suite in Kikambala,"A Palatial 2 Bedrooms all-ensuite townhouse, KI ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/030c084b7c2b62edf5c3394b7d816a89/-/prod-property-core-backend-media-brk/6684301/0b2d6da5-0044-4568-9f4e-cf8b866c1470.jpg,"KSh 5,000,000"
239,Land at Community Road,Very Prime Residential land 50 /100 along Commu ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3434c4b7c6ed8bdebaa3c34636a4bb31/-/prod-property-core-backend-media-brk/6684147/3f6a4d2f-0ce4-4e4d-8667-6e80a2f706a1.jpg,"KSh 69,000,000"
240,"11,500 ft² Warehouse in Mombasa Road",Modern Warehouses for Sale on Old Mombasa Road ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/357c0555141a92233bc06e81ddd66fb8/-/prod-property-core-backend-media-brk/6684180/1de82ec0-cbb7-49c7-a01d-5f20fcd8199b.jpg,"KSh 60,000,000"
241,4 Bed Townhouse with En Suite in Lavington,4 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8e812c0892746d98d699273e1a311f8c/-/prod-property-core-backend-media-brk/6684167/fc1df219-0258-47f4-b1a9-e22f4e4b794c.jpg,"KSh 55,000,000"
242,5 Bed Townhouse with En Suite in Lavington,5 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f3de768da2dae36e98e74c670d9751d2/-/prod-property-core-backend-media-brk/6684126/45b82d16-6180-4661-839b-c7dd7399d38c.jpg,"KSh 155,000,000"
243,5 Bed Villa with En Suite in Runda,5 bedroom townhouse for sale in Runda,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f0df5549a5f399574c5e037333fb5be9/-/prod-property-core-backend-media-brk/6684100/28c148b5-8674-4276-a315-c2a203e722a4.jpg,"KSh 145,000,000"
244,4 Bed Townhouse with En Suite at Maji Mazuri,4 bedroom townhouse for sale in Lavington,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ba0b564d574c0e737379150b4a744d23/-/prod-property-core-backend-media-brk/6684111/3f741f2c-3c56-4bd9-a150-5d02f0eb10b6.jpeg,"KSh 12,500,000"
245,2 Bed Apartment with En Suite in Nyali Area,BRAND NEW 2 BEDROOM APARTMENTS FOR SALE IN NYAL ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e0a718ed092db7085da49fe43d2fcece/-/prod-property-core-backend-media-brk/6317570/b4a85a5c-8c8e-49fc-aead-5b16d58b6025.jpg,"KSh 13,500,000"
246,2 Bed Apartment with En Suite at Riara Road,Impecable two-bedroom modern-design apartments ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e0fdbee02660a21a712a535e7b327dd3/-/prod-property-core-backend-media-brk/5813947/4caf3a48-0fa7-4fbd-bffa-e7009ff9bbfd.jpg,"KSh 10,500,000"
247,3 Bed Apartment with En Suite at Kindaruma,"3 Bedroom Apartment for Sale on Kindaruma Road, ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/8067510f901585dcc55c0cb295d22183/-/prod-property-core-backend-media-brk/6453168/a9805d69-c1e2-4308-9828-74b06f28ce00.png,"KSh 150,000,000"
248,Land in Lavington,Prime land for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/363cda5832c282c8d7fd57375daf8db0/-/prod-property-core-backend-media-brk/6653788/3eb73d47-9db7-4bb8-b1a2-970fed7d1dc3.jpeg,"KSh 14,500,000"
249,3 Bed Apartment with En Suite at Mvuli Road,PRESTIGIOUS 3 BEDROOM APARTMENTS FOR SALE,https://i.roamcdn.net/prop/brk/listing-thumb-376w/4e3b8945839b7ad6c084ce1b2f75c6c5/-/prod-property-core-backend-media-brk/6443812/9276acb1-1695-40cc-8994-353e0f77b87f.jpg,"KSh 21,000,000"
250,3 Bed Apartment with En Suite at Laikipia Road,Homely 3Bedroom plus Dsq Apartment To Let In Ki ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/cf9b15d4328f11d03237c90fd82c6e24/-/prod-property-core-backend-media-brk/6573439/0b5834a5-6dba-4292-bb23-058c224fb58e.jpg,"KSh 24,500,000"
251,4 Bed Villa with En Suite at Kiambu Road,4 Bedroom plus DSQ for Sale and rent along Kiam ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/2ce004a780b25a9884ecbcfdc68ea311/-/prod-property-core-backend-media-brk/6680990/79d69425-515a-4b8c-af1c-af757c25de98.jpg,"KSh 9,100,000"
252,2 Bed Apartment with En Suite in Kilimani,2 Bedroom Apartments For Sale In Kilimani,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a92db04a4bf1af050bed5c1d541ae811/-/prod-property-core-backend-media-brk/6680575/2fe3c517-4250-481f-b25c-9beab6b12883.jpg,"KSh 39,800,000"
253,4 Bed Townhouse with En Suite in Loresho,4 Bedroom All Ensuite Townhouse,https://i.roamcdn.net/prop/brk/listing-thumb-376w/1595ff00ac7ac9752d5eb49d180e982e/-/prod-property-core-backend-media-brk/6683992/46e95a97-ae46-48b3-9ef7-d3df96df53cb.jpeg,"KSh 9,000,000"
254,2 Bed Apartment with Swimming Pool in Kilimani,2-Bedroom Apartment - 100.52 Sqm.,https://i.roamcdn.net/prop/brk/listing-thumb-376w/eb849d0da15e43843980e748caaed3c5/-/prod-property-core-backend-media-brk/6683933/56b95b09-9328-4a27-ae64-982aba77111c.jpg,"KSh 15,000,000"
255,Serviced 3 Bed Apartment with En Suite at Mwimuto,"2&3 Bedrooms Selling at Mwimuto, Kabete",https://i.roamcdn.net/prop/brk/listing-thumb-376w/043605ef116a1a6cc19d08385bff59e1/-/prod-property-core-backend-media-brk/6683934/211012fc-69c9-44d3-b67b-bd24d46a0752.PNG,"KSh 2,300,000"
256,Studio Apartment with En Suite in Nairobi West,Studio Apartments for Sale at Nairobi West,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f01069271deedded29d93fe5174c9559/-/prod-property-core-backend-media-brk/6683901/827eb2d6-6aab-4cf5-884c-507dab685176.jpeg,"KSh 125,000,000"
257,5 Bed Villa with En Suite at Runda,5 bedrooms selling at Runda for Ksh 125M.,https://i.roamcdn.net/prop/brk/listing-thumb-376w/45ced9b24af6c0496b87dc073886f25d/-/prod-property-core-backend-media-brk/3854216/c54ed1d0-d601-48ac-b089-5b62a1892861.jpeg,"KSh 90,000,000"
258,5 Bed Villa with En Suite at Runda,5 bedrooms Mansion Selling at Runda for Ksh 90M ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/fcdad309bba94db0b666d7cf4e177dd1/-/prod-property-core-backend-media-brk/6128634/134f927f-667a-46df-a150-f4eeb4654c58.jpeg,"KSh 7,000,000"
259,0.125 ac Land at Near Norbrook Kenya Ltd,Banana – Near Chief Koinange High School - Eigh ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/06588923588c8ab048b4f56f7ec86144/-/prod-property-core-backend-media-brk/6628440/1ecd84a9-0fc6-4bf6-9d44-4f4f46d2f146.jpg,"KSh 130,000,000"
260,4 Bed Townhouse with En Suite at Mzima Springs,4 bedroom townhouse for sale in Lavington,https://i.roamcdn.net/prop/brk/listing-thumb-376w/2308a3e911a628f62916c184ffa224c0/-/prod-property-core-backend-media-brk/6683886/09f63d04-1bcf-419b-b510-7ebdc9bd9abb.PNG,"KSh 850,000,000"
261,2.5 ac Land at Ring Road,2.5 acres of land for Sale in Westlands,https://i.roamcdn.net/prop/brk/listing-thumb-376w/872ec2046be44ddb80937d74ad7e734e/-/prod-property-core-backend-media-brk/6683807/e3f02f41-df59-4367-a1eb-f1a0990528a0.jpg,"KSh 6,500,000"
262,3 Bed House with En Suite at Namanga Road,Modern 3-Bedroom Standalone House in Kitengela,https://i.roamcdn.net/prop/brk/listing-thumb-376w/bb14e62a14a9402bf87a76deb891c6ae/-/prod-property-core-backend-media-brk/6683768/3f78ea3a-9014-438c-85fa-4d8c639b18df.jpg,"KSh 13,000,000"
263,4 Bed House with Garden at Phase 5,HOUSE ON SALE IN BURU-BURU PHASE 5 @ 13 MILLION,https://i.roamcdn.net/prop/brk/listing-thumb-376w/4d67b48e87ac69ca70a94c0c56733090/-/prod-property-core-backend-media-brk/6683727/3aca406d-cdf1-4e9f-8efb-535b4e8333e1.jpg,"KSh 105,000,000"
264,0.75 ac Commercial Land at Mbotela Estate,0.75 ACRES For SALE MBOTELA ESTATE @ 105 MILLI ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/5c62a9e93565b4917011baa09b26a837/-/prod-property-core-backend-media-brk/5188856/4268c434-d459-49e5-bedf-61de6b6f3031.jpeg,"KSh 8,000,000"
265,"2,400 ft² Commercial Land at Clay City",40 x 60 COMMERCIAL PLOT FOR SALE @8 MILLION,https://i.roamcdn.net/prop/brk/listing-thumb-376w/0e77a76cb6c2d5cc3bcbd33ffbd52a13/-/prod-property-core-backend-media-brk/6485077/935ae261-eef3-48d2-b470-97222a7305a2.jpeg,"KSh 280,000,000"
266,1.2 ac Land in Muthaiga,1.2 acres for Sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a15f17b3e034673614faf2abbb4d72b4/-/prod-property-core-backend-media-brk/6574412/2f18571a-9ba2-4c4f-89c7-04b380278e45.jpg,"KSh 8,800,000"
267,Serviced 2 Bed Apartment with En Suite at Lavington,MODERN 2BEDROOM APARTMENT,https://i.roamcdn.net/prop/brk/listing-thumb-376w/136a0ef11ff2e17fbbb7e3755ab15801/-/prod-property-core-backend-media-brk/6683736/ca3f2fba-597a-4af2-a63c-789ed70b776d.jpg,"KSh 12,500,000"
268,Serviced 2 Bed Apartment with En Suite at Kilimani,COSMOPOLITAN 2BEDROOM APARTMENT,https://i.roamcdn.net/prop/brk/listing-thumb-376w/46fd2bcf4f3af2f979853b2c941ed048/-/prod-property-core-backend-media-brk/6683715/cc6d8ba3-a53a-4c09-b865-b55de7c71a7b.jpg,"KSh 23,000,000"
269,Serviced 4 Bed Apartment with En Suite at Kileleshwa,MODERN 4BEDS. 5BATHS. 1GUESTROOM & 2BALCONIES,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e831e478b45a499c297d4548860359d1/-/prod-property-core-backend-media-brk/6683661/58ce89a1-bbed-4aa5-803a-7e249413224e.jpg,"KSh 5,500,000"
270,1 Bed Apartment with Backup Generator at Westlands Road,One Bedroom Apartment For Sale (500sqft),https://i.roamcdn.net/prop/brk/listing-thumb-376w/4c1f7faf1da7bc1dc14d28645f19fc44/-/prod-property-core-backend-media-brk/6683672/11967545-e22f-48be-a90c-245bf9065296.jpg,"KSh 5,900,000"
271,1 Bed Apartment with En Suite at Nyali,one bedroom sea view apartment on sale Nyali se ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8f6ef63997b9bd392393dabab8415b41/-/prod-property-core-backend-media-brk/6683636/ee4a8c55-811b-4a44-8b5f-a6c20ad62416.jpg,"KSh 2,500,000"
272,100 ac Land at Sultan Hamud Mombasa Road,100 Acres Along Mombasa Road At Sultan Hamud Ka ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/eb06ede5234e0ed5337969664d26780b/-/prod-property-core-backend-media-brk/6683631/8583ce6d-d406-4f21-a916-86235d2350f0.jpg,"KSh 20,000,000"
273,4 Bed Apartment with En Suite in Kileleshwa,4 BEDROOM APARTMENT FOR SALE IN KILELESHWA WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/d006d6b50f556ab4e0be41708575cb70/-/prod-property-core-backend-media-brk/6683588/538055ca-d1da-4cdc-bb9a-19bdbdbb9649.jpg,"KSh 11,000,000"
274,3 Bed Apartment with En Suite in Kileleshwa,3 BEDROOM APARTMENT FOR SALE IN KILELESHWA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/fbc3eab4e45ad9ad7e9d24e44d3193a2/-/prod-property-core-backend-media-brk/6683547/a0ae25b3-8f5d-41f3-a6fc-80e0ff9617d7.jpeg,"KSh 90,000,000"
275,6 Bed House with En Suite at Lavington,6 Bedrooms House for Sale in Lavington Nairobi ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/6f8fd68194f2a77ad4856be02dbf4da7/-/prod-property-core-backend-media-brk/6512282/207ff582-cb4d-41a1-8491-ac049d6cdbdc.jpg,"KSh 11,000,000"
276,3 Bed Apartment with En Suite in Kilimani,3 BEDROOM APARTMENT FOR SALE IN KILIMANI,https://i.roamcdn.net/prop/brk/listing-thumb-376w/eaee2e03a3bcfb7bc41f6fb833312166/-/prod-property-core-backend-media-brk/3131742/fa6fbae8-7d56-45df-bd20-1985a8dde628.jpg,"KSh 12,500,000"
277,Serviced 2 Bed Apartment with En Suite at Kilimani,COSMOPOLITAN 2BEDROOM APARTMENT,https://i.roamcdn.net/prop/brk/listing-thumb-376w/881f3c293e80c215eeaf3cfe2bdb2413/-/prod-property-core-backend-media-brk/6427547/a37d2b77-83b5-41c0-8e2e-a98cde51b262.jpg,"KSh 7,500,000"
278,2 Bed Apartment with En Suite in Lavington,2 BEDROOM APARTMENT FOR SALE IN LAVINGTON,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ff8418fc4605e109f6961fa13533e04f/-/prod-property-core-backend-media-brk/6682944/610b7fd5-a4d9-4ecf-ae20-5d20fd38e641.jpg,"KSh 11,000,000"
279,3 Bed Apartment with En Suite in Lavington,3 BEDROOM APARTMENT FOR SALE IN LAVINGTON,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8edab0c4c6475722cb3aa491e2d60563/-/prod-property-core-backend-media-brk/6682909/87f4a42c-9b51-4cb9-b5a1-271558cbfc59.jpeg,"KSh 65,000,000"
280,1 ac Land in Karen,1 Acre available for Sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f8a89352dafa36701d0dd3f161913fe9/-/prod-property-core-backend-media-brk/6682769/4b2db73b-8365-47d5-94af-8779a9680555.jpg,"KSh 25,000,000"
281,3 Bed House with En Suite at Kenol,3 bedroomed bungalow on 1 acre for sale in keno ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/fa6a59fc261c2e4aacd023a79bde7784/-/prod-property-core-backend-media-brk/6682702/f91bfd5c-9ea0-443e-9e18-422c7d27515a.JPG,"KSh 10,000,000"
282,0.25 ac Land at Kirigiti Road,PRIME 1/4 ACRE FOR SALE NEAR MIGAA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/6a80509badf7397012f9edfc3d483530/-/prod-property-core-backend-media-brk/6579818/38372c8a-ed04-4411-8aae-47187dcd0620.jpg,"KSh 25,000,000"
283,1 m² Land at Kiganjo Road,1 acre prime residential land for sale in Ruiru,https://i.roamcdn.net/prop/brk/listing-thumb-376w/1fc31ab6b24a76279897dbed691e3a77/-/prod-property-core-backend-media-brk/3899596/a9904c35-8e45-4fea-8050-72df33992945.jpg,"KSh 11,500,000"
284,4 Bed House with En Suite in Ruiru,4 BEDROOMS VILLAS IN RUIRU KIMBO,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a553a77e9b791d0fb79cfb8736dbb0d0/-/prod-property-core-backend-media-brk/6648758/107bdd8d-65c8-4a18-85e2-e08d6d8fd229.jpg,"KSh 40,000,000"
285,4 Bed Townhouse with En Suite in Kiambu Road,An Elegant Four Bedrooms House For Sale in a Ga ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a93e2cee7b20bb572fe830bd4b2c20ff/-/prod-property-core-backend-media-brk/6682515/f2bd57cb-8f73-4f5e-8a3d-b692b789ffb6.JPG,"KSh 4,000,000"
286,Studio Apartment with En Suite in Lavington,Studios 1 and 2 bedrooms for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/39059344cfb970cd151a2649d1ffbec7/-/prod-property-core-backend-media-brk/6682489/45ddc52b-e6a5-4545-ba04-ad7f03e70a47.jpg,"KSh 6,200,000"
287,3 Bed House with En Suite in Kitengela,3 BEDROOMS BUNGALOW IN KITENGELA MILIMANI AREA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/d7bb77d354eca5fec7b47985a415f45e/-/prod-property-core-backend-media-brk/6682450/6f17e511-9962-4575-a771-cb4a8c9d8ece.jpg,"KSh 130,000,000"
288,6 Bed House in Runda,6 Bedroom House For Sale In Runda,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ef8149011417683e10c03c91025c5004/-/prod-property-core-backend-media-brk/6682430/20ae2ec3-24db-4750-86ea-342791cdaeb9.jpg,"KSh 11,515,900"
