,House Name,Location,ImgURL,Price
0,1 Bed Apartment with En Suite in Kilimani,Spacious Apartments For Sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/b7961d26f89a22649244ce4aefda4a3a/-/prod-property-core-backend-media-brk/6300720/bb56359c-f8b0-45ff-a52e-3198f1c59d2b.jpg,"KSh 6,800,000"
1,3 Bed Apartment with Backup Generator at Riverside Drive,ELEGANT 2 & 3 BEDROOM APARTMENTS,https://i.roamcdn.net/prop/brk/listing-thumb-376w/08a6a4e6199381e5fce85f9ebbda125e/-/prod-property-core-backend-media-brk/6084447/6a5e1f27-7d33-415b-b498-2bba6319155d.jpg,"KSh 31,000,000"
2,3 Bed Apartment with En Suite at Nyeri Road,3 BEDROOM ALL ENSUITE FOR SALE,https://i.roamcdn.net/prop/brk/listing-thumb-376w/46f3309fee90437677685a8268af8525/-/prod-property-core-backend-media-brk/6533874/fc573f6a-217e-4c71-94b9-3719b699f3ab.jpeg,"KSh 12,800,000"
3,3 Bed Apartment with En Suite at Shanzu,3 bedroom sea view apartment on sale Shanzu Mom ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/59b50577657570b3fa98d3e9672e6297/-/prod-property-core-backend-media-brk/6317627/988eaa5f-1721-48a9-b80f-4867f597f1b2.JPG,"KSh 17,000,000"
4,3 Bed Apartment with En Suite at Nyali,3 bedroom apartment beach side on going project ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/b2c350dd6cec710741a3a64c605c984f/-/prod-property-core-backend-media-brk/6411562/c7abef0b-ca75-4759-9bac-a0497f94af16.jpg,"KSh 40,000,000"
5,2 Bed Apartment with En Suite in Nyali Area,"PEARL CITY APARTMENTS, NYALI",https://i.roamcdn.net/prop/brk/listing-thumb-376w/7675ed05266ed3783f3426bf525a9b9e/-/prod-property-core-backend-media-brk/6693321/bbab804f-34b6-4c34-a0d6-f52e49957778.jpg,"KSh 7,750,000"
6,3 Bed Apartment with En Suite in Nyali Area,BEAUTIFUL BRAND NEW 3 BEDROOM APARTMENT FOR SAL ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/69df16bc400cfe5979608395c0ca7401/-/prod-property-core-backend-media-brk/6693269/5398bb5b-d1f5-44f6-a226-9b388b14e531.jpg,"KSh 16,000,000"
7,3 Bed Apartment with En Suite in Lavington,3 Bedroom apartment + SQ for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/31eb0881663f90539edd4d8b938d15f7/-/prod-property-core-backend-media-brk/6693157/bd75c17b-5930-4a7b-80c5-e85e709a8364.jpeg,"KSh 21,000,000"
8,Serviced 2 Bed Apartment with En Suite in Parklands,Fully Furnished and serviced apartment for sale ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/94dcc424d5923aca3a46f9375bdc5818/-/prod-property-core-backend-media-brk/6693079/fa79f096-5e38-41e7-9423-faed7ba1d8f1.jpg,"KSh 13,000,000"
9,1 Bed Apartment with Backup Generator in Riverside,One bedroom apartment at Riverside for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/4f23eafdf6a2bdc948b498431365b6ec/-/prod-property-core-backend-media-brk/6693077/eae230ff-db55-4080-ac44-413f8e1d4d91.jpg,"KSh 6,000,000"
10,3 Bed Apartment with En Suite in Kileleshwa,3 bed + dsq,https://i.roamcdn.net/prop/brk/listing-thumb-376w/0d88d23afb40cf97287d8024bfe8a1e0/-/prod-property-core-backend-media-brk/6693008/efed0f98-f952-419b-bc0a-117ddce61ba9.jpg,"KSh 19,000,000"
11,2 Bed Apartment with En Suite in Kilimani,KILIMANI ZONE TWO BEDROOM APARTMENT(135SQM) FOR ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/9c0b56960b799333c8cc969ed22324d6/-/prod-property-core-backend-media-brk/6692946/27d70c5b-d049-4bd3-9aa0-a4b6628571d1.jpeg,"KSh 11,500,000"
12,2 Bed Apartment with En Suite in Kileleshwa,2 bedroom apartment for sale in Kileleshwa (Ken ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f9e30642c3493759f2d0668cf55d2437/-/prod-property-core-backend-media-brk/6692877/b4562972-fe47-43db-a38d-b3dbd54b2cfd.jpg,"KSh 13,800,000"
13,2 Bed Apartment with Swimming Pool in Westlands Area,Luxurious 2 & 3 Bedroom Apartments in Westlands ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3f95666d5012cbca2cd09af16ad23d73/-/prod-property-core-backend-media-brk/6692810/2d839846-ebf3-4660-a8a5-b6e307bab048.jpg,"KSh 18,800,000"
14,Serviced 1 Bed Apartment with En Suite in Kitengela,"Affordable 1, 2 & 3 bedroom apartment for sale ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/0d08826f81ad79472fd6b43d79701eb4/-/prod-property-core-backend-media-brk/6692334/7b976d0f-bd04-4e8e-818d-f17e74d50622.jpeg,"KSh 2,750,000"
15,3 Bed Apartment with En Suite in Kileleshwa,3 BEDROOM APARTMENT FOR SALE IN KILELESHWA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/cf9a28528fda2314c103d42944b45188/-/prod-property-core-backend-media-brk/6692305/dd869278-b524-4fff-948b-6a566bfb6374.jpg,"KSh 11,000,000"
16,Serviced 1 Bed Apartment with En Suite at Church Road,1 & 2 bedroom apartments for sale in Westlands,https://i.roamcdn.net/prop/brk/listing-thumb-376w/68e3c15a92d17dce031a94a326eb869e/-/prod-property-core-backend-media-brk/6692219/b0639c40-3905-435f-8bd6-00f2511e1c60.jpeg,"KSh 6,500,000"
17,Serviced 1 Bed Apartment with En Suite in Bamburi,"1, 2 & 3 bedroom apartment for sale in Mombasa ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/b852a767001e6e76164c32beb74ef68d/-/prod-property-core-backend-media-brk/6691998/280a6daa-aecb-4e4e-a916-a40ff3bd9237.jpeg,"KSh 2,350,000"
18,4 Bed Townhouse with En Suite in Ruiru,143 BROOKVIEW - MEMBLEY'S PRESTIGIOUS FOUR BED ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/d7d23588a736439be0f8bf3a6c74aabc/-/prod-property-core-backend-media-brk/6606000/141665e0-d9c2-4786-a0e5-79c45066d57c.jpeg,"KSh 29,500,000"
19,4 Bed Townhouse with Staff Quarters at Phase 2,Upgraded 4 Bedroom House With SQ,https://i.roamcdn.net/prop/brk/listing-thumb-376w/59560fa368f1caf52a4fcf5f0af40a84/-/prod-property-core-backend-media-brk/6231806/b6c5a1d8-0d81-4535-9565-894acac5b41d.jpeg,"KSh 13,000,000"
20,2 Bed Apartment with En Suite in Waiyaki Way,"UPCOMING STUDIO,1 BED,2 BED,3BED APARTMENTS",https://i.roamcdn.net/prop/brk/listing-thumb-376w/ad8ee231a2103041f535da846c218328/-/prod-property-core-backend-media-brk/5241573/13659bd2-3386-408b-bc30-bfa3d07ba44d.jpg,"KSh 6,700,000"
21,5 Bed House in Runda,NEW & LUXURIOUS 6 BEDROOMS HOUSE FOR SALE IN RU ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a6ea9f0efe04ee597d77a140ed777503/-/prod-property-core-backend-media-brk/6692907/dbfcf9e2-4dc0-4808-a236-6cead4d77e21.jpg,"KSh 120,000,000"
22,5 Bed House with Garden in Runda,ELEGANT 5 BEDROOMED STANDALONE VILLA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/882cc1e586a52da1c95bbb282b18d5fc/-/prod-property-core-backend-media-brk/6692857/462bb007-18d0-4fe3-bfaf-9131fd5d74cd.jpeg,"KSh 110,000,000"
23,Residential Land in Diani,0.42 acres residential vacant land for sale in ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8713d167db01e81cfc4a038c9481b092/-/prod-property-core-backend-media-brk/6692851/8ef57185-c33d-449d-98cf-fbd2ad38b5b2.jpg,"KSh 30,000,000"
24,Commercial Property at Juja Rd,Commercial property for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/434a395ab353e3b53cd5c07668d0cc26/-/prod-property-core-backend-media-brk/6692838/d135413e-7fbd-4bb8-a7dc-ba20e7c459ca.jpg,"KSh 120,000,000"
25,3 Bed House with En Suite in Embakasi,3 bedroom house for sale in Embakasi (Kenya) 3K ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3f95666d5012cbca2cd09af16ad23d73/-/prod-property-core-backend-media-brk/6692810/2d839846-ebf3-4660-a8a5-b6e307bab048.jpg,"KSh 12,600,000"
26,2 Bed Apartment with Swimming Pool in Westlands Area,Luxurious 2 & 3 Bedroom Apartments in Westlands ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/94fed16ea24fdedda6f52a6759130db1/-/prod-property-core-backend-media-brk/6692770/e78f5f94-34ed-45bb-b2a2-971442c7e3de.JPG,"KSh 18,800,000"
27,Commercial Property at Luhar Wadha Street,2 storey Commercial property,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a0cc3a43f246b3924146aaf8208f8a3e/-/prod-property-core-backend-media-brk/6692435/f10fa409-88e9-4395-a633-8b840accd1e2.jpg,"KSh 120,000,000"
28,Residential Land in Ridgeways,1/2 acre serviced plots for villas development( ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/0d08826f81ad79472fd6b43d79701eb4/-/prod-property-core-backend-media-brk/6692334/7b976d0f-bd04-4e8e-818d-f17e74d50622.jpeg,"KSh 48,000,000"
29,Land at Mombasa Rd,23 Acres of Land For Sale in Mlolongo,https://i.roamcdn.net/prop/brk/listing-thumb-376w/cf9a28528fda2314c103d42944b45188/-/prod-property-core-backend-media-brk/6692305/dd869278-b524-4fff-948b-6a566bfb6374.jpg,"KSh 38,000,000"
30,5 Bed Townhouse with En Suite in Kileleshwa,5bedroom with three bedroom ensuite for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/6eff9ae74de9d5f5527c733a43b4b0cb/-/prod-property-core-backend-media-brk/6692297/5fe1a23b-02ad-415e-b73c-39c3cb42ef8e.jpeg,"KSh 2,750,000"
31,Serviced 1 Bed Apartment with En Suite in Kitengela,"Affordable 1, 2 & 3 bedroom apartment for sale ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/68e3c15a92d17dce031a94a326eb869e/-/prod-property-core-backend-media-brk/6692219/b0639c40-3905-435f-8bd6-00f2511e1c60.jpeg,"KSh 11,000,000"
32,3 Bed Apartment with En Suite in Kileleshwa,3 BEDROOM APARTMENT FOR SALE IN KILELESHWA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/5f41c29662da79a761882b7be6cc07c6/-/prod-property-core-backend-media-brk/6692167/d1d5d708-0b6d-4a51-9b59-7183d5cf6d39.jpg,"KSh 850,000"
33,Land at Sunshine Estate,"PRIME 50 by 100 PLOTS IN SUNSHINE ESTATE, JOSKA ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/ebb45d2ad369ca581559e3f6056e129d/-/prod-property-core-backend-media-brk/6653434/0f65ce2e-37ae-4cb7-a422-cbc8162f0c2e.jpg,"KSh 6,500,000"
34,Serviced 1 Bed Apartment with En Suite at Church Road,1 & 2 bedroom apartments for sale in Westlands,https://i.roamcdn.net/prop/brk/listing-thumb-376w/61952480caac03857abed3b7efa429e2/-/prod-property-core-backend-media-brk/6453648/75e5c7e2-21b9-4c7c-970d-a3f419a9b2d9.jpeg,"KSh 70,000,000"
35,Land at Kyangombe,5 acres prime industrial land for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f28b503e45f252c2bd880e2d3fac7e5f/-/prod-property-core-backend-media-brk/6606079/e021d2a4-3eda-4548-b6ec-51d31b243ff5.jpeg,"KSh 785,000"
36,0.0458 ha Land at Ruiru East,PRIME PLOTS IN RUIRU EAST-Mwalimu Farm,https://i.roamcdn.net/prop/brk/listing-thumb-376w/06448f814d5fe712ce7b8b2e4773c875/-/prod-property-core-backend-media-brk/6692151/2834605a-36c1-4fd2-8c98-e793a7305bc5.jpeg,"KSh 1,950,000"
37,Residential Land in Bofa,Bofa Gardens Phase 18,https://i.roamcdn.net/prop/brk/listing-thumb-376w/b852a767001e6e76164c32beb74ef68d/-/prod-property-core-backend-media-brk/6691998/280a6daa-aecb-4e4e-a916-a40ff3bd9237.jpeg,"KSh 3,500,000"
38,1 Bed Apartment with Gym at Kitisuru,17 SKY GARDEN - A LUXURIOUS INVESTMENT COMPRISI ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/4d49ad3632995f38e23051ea8b68120d/-/prod-property-core-backend-media-brk/6691957/21d64bbf-65a5-4e3c-bc6e-579952dd0e43.jpeg,"KSh 1,000,000"
39,Land at Kausiani,"PRIME 50 by 100 PLOTS IN KAUSIANI, JOSKA, KANGU ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/748928ba764b71bd51186f5d153a88d2/-/prod-property-core-backend-media-brk/6691828/bfed8af6-a072-4c6a-bd7c-d890173ef2e5.jpeg,"KSh 2,350,000"
40,Serviced 1 Bed Apartment with En Suite in Bamburi,"1, 2 & 3 bedroom apartment for sale in Mombasa ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/41ca4b81b316da08581b1fdb73c11f5a/-/prod-property-core-backend-media-brk/6691803/784147e6-f15c-4ed8-a590-5d36c648fcf2.jpeg,"KSh 25,000,000"
41,3 Bed Apartment with En Suite in Kileleshwa,Luxurious Three-Bedroom Apartment for Sale in K ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/12bea12256ae357e7fd701a7263799ed/-/prod-property-core-backend-media-brk/6691799/6693ec2e-059c-42b6-b525-6ce47618c34f.jpg,"KSh 23,000,000"
42,2 Bed Apartment with En Suite in Mombasa Road,"Two Bedroom Apartment for Sale in Mombasa Road, ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/fc8057e34cafe2c463518dbce22e21f2/-/prod-property-core-backend-media-brk/6691763/ca070e73-f59f-4511-92e8-29da370e3cd9.jpg,"KSh 43,000,000"
43,Land at Waiyaki Way,Prime 1/4 Acre Land for Sale Along Waiyaki Way ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/bc725012d20d4843643b6991cee910bd/-/prod-property-core-backend-media-brk/6691661/09bb3a53-e0ff-4f63-870b-e312a4313452.jpg,"KSh 55,000,000"
44,5 Bed Townhouse with En Suite in Lavington,5 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/97c27e2d4efb9bb1574d479665a14787/-/prod-property-core-backend-media-brk/6691639/3b28c7c7-4e29-4606-b12c-e53c6cad72d2.jpg,"KSh 60,000,000"
45,4 Bed Townhouse with En Suite in Lavington,4 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON WITH ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/19aca2055c039a2f6cc21603a00073f3/-/prod-property-core-backend-media-brk/6691635/1714d303-017c-4fa9-99ab-581be85b7543.jpg,"KSh 150,000,000"
46,5 Bed House with En Suite at Evergreen,5 BEDROOMS HOUSE IN RUNDA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/c9eaa4fe65cc85b27bc25328ad98b821/-/prod-property-core-backend-media-brk/6691630/73137ad6-c8d2-4187-8221-aea2fb7f97a8.jpg,"KSh 4,800,000"
47,0.25 ac Land at Chuna,¼ Acre Plot on Sale In Kitengela Chuna,https://i.roamcdn.net/prop/brk/listing-thumb-376w/89b5db062b06643e8d0e5040be51a540/-/prod-property-core-backend-media-brk/6691626/013ac38a-6a2f-4d27-a779-a63521150a49.jpg,"KSh 90,000,000"
48,4.5 ac Land in Kitisuru,4.5 acres on Sale in Kitusuru west near ISK,https://i.roamcdn.net/prop/brk/listing-thumb-376w/aeb95be694a2bfb76baf0b8c8157b743/-/prod-property-core-backend-media-brk/6691621/b01d6004-692a-4660-bec5-9cafdafc328d.jpg,"KSh 330,000,000"
49,4 ac Land at Country Club,4 Acres of Land on Sale in Karen,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8001529e7d63d45bc9eefa0a345f4ad3/-/prod-property-core-backend-media-brk/6691616/b2b52153-64b6-41c6-a6c2-161d23173169.png,"KSh 6,500,000"
50,3 Bed House with En Suite at Acacia,3 BEDROOMS BUNGALOW IN KITENGELA ACACIA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/9de4129c208a9564bd45d49ad94a8176/-/prod-property-core-backend-media-brk/6691605/21e08017-f4f4-4b1f-b4f6-4fb790483508.jpg,"KSh 6,800,000"
51,3 Bed House with En Suite at Acacia,3 BEDROOMS BUNGALOW IN KITENGELA ACACIA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/c44524602208eae15e37d50740562d88/-/prod-property-core-backend-media-brk/6629172/d51cef67-a558-4b53-9682-5dc669c38e96.jpg,"KSh 9,700,000"
52,3 Bed House with En Suite at Kimbo,3 Bedrooms Bungalow In Ruiru Kimbo,https://i.roamcdn.net/prop/brk/listing-thumb-376w/cde98d10b49243fc54660c5c2847d817/-/prod-property-core-backend-media-brk/6472472/ed1a118e-cc15-440d-af32-e53557ffcf3b.jpg,"KSh 9,700,000"
53,3 Bed House with En Suite at Kimbo,3 Bedrooms Bungalow,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a0a188f9ccad7d819368c79bf6ed1e46/-/prod-property-core-backend-media-brk/5448867/1e3b1686-ac3f-4792-8629-f85c4f249d03.jpg,"KSh 3,500,000"
54,Studio Apartment with Swimming Pool in Ruaka,Standard Studio - 43 Sqm,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ee66bfc614067b4345f9f4da9758d34d/-/prod-property-core-backend-media-brk/6691593/5a285051-dc89-4b47-ad8e-35533f342557.jpg,"KSh 7,100,000"
55,1 Bed Apartment with En Suite in Kileleshwa,NEW SPLENDID ONE-BEDROOM APARTMENT FOR SALE IN ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/6d064f6690dc4c0a95c0f9139a1aff8a/-/prod-property-core-backend-media-brk/6691579/783dcd80-31ed-4130-bd88-479519b80d49.jpg,"KSh 2,010,000,000"
56,Land at Kuruwitu Vipingo,Approximately 167.5 Acre Sea Front Plots For Sa ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/82e5d015a3408df8128495704cd26796/-/prod-property-core-backend-media-brk/6691565/2c86734e-420e-4843-9dd8-c92fdb6bd4b8.JPG,"KSh 7,500,000"
57,3 Bed House with En Suite in Ngong,3 BEDROOMS BUNGALOW IN NGONG OLKERI RD,https://i.roamcdn.net/prop/brk/listing-thumb-376w/2e3ab328e6c25cf24c9d756f13e1d15a/-/prod-property-core-backend-media-brk/6691457/d26f8e7a-c952-48fd-9f7d-c4124fa8638f.PNG,"KSh 8,500,000"
58,3 Bed House with En Suite in Kitengela,3 BEDROOMS BUNGALOW WITH SQ IN KITENGELA MUIGAI ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/ec77d72c2ccbb25cf286d241629bdda7/-/prod-property-core-backend-media-brk/6691447/fc0841af-29b9-4dd4-8eb2-cde0495ecd9e.jpg,"KSh 6,200,000"
59,3 Bed House with En Suite in Kitengela,3 BEDROOMS BUNGALOW IN KITENGELA MILIMANI AREA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/b30094a074ad1688d6726bd801b65e2c/-/prod-property-core-backend-media-brk/6691428/cdae3684-b063-4d27-af88-70171f1a547f.jpg,"KSh 85,000,000"
60,4 Bed Townhouse with En Suite in Lavington,4 Bedroom Town House for Sale in Lavington,https://i.roamcdn.net/prop/brk/listing-thumb-376w/78c90f35153683ad20b70a1368150ce8/-/prod-property-core-backend-media-brk/6691245/4cf4d502-5f1d-4184-b312-aa2dd872ffcc.jpeg,"KSh 100,000,000"
61,6 Bed Townhouse with En Suite in Lavington,6 Bedroom Town House for Sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/fce695d4d71edc31cd61e90b64b11fa2/-/prod-property-core-backend-media-brk/6691240/6ff5115d-ee2e-4f85-a6f8-3e1bbc439320.png,"KSh 25,000,000"
62,1 ac Land at Kikambala,"Second row from the beach, 1 acre plot on sale ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/fef4ecd648c9ecac333092c5e579c95f/-/prod-property-core-backend-media-brk/6691195/cff42fd0-7f94-4cdf-b14b-65d5c31c585e.png,"KSh 3,500,000"
63,Serviced Studio Apartment with En Suite at Limuru Road,"Studio 1, 2 & 3 Bedroom Apartment For Sale In R ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/a943d0d5471ad430b129c15c408db09c/-/prod-property-core-backend-media-brk/6691162/e9a356e5-5c25-40e2-82f5-9b5051dc3302.jpg,"KSh 9,500,000"
64,3 Bed Apartment with En Suite in Ngong Road,3 Bedroom for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/a8c7678944eeee12864bda8135a00923/-/prod-property-core-backend-media-brk/6691050/b064f4fd-7396-43eb-bcef-5357eb4e12b1.jpg,"KSh 29,500,000"
65,4 Bed Apartment with En Suite in Kiambu Road,4 Bedroom villa for sale,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3bcae60e57d0e1705fd607accb3ecbb4/-/prod-property-core-backend-media-brk/6657049/9d955b58-81e2-468c-9387-b38f06895a5a.jpg,"KSh 11,000,000"
66,2 Bed Apartment with En Suite at Likoni Road,"RESIDENTIAL MASTERPIECE WITH 2 , 3 AND 4BEDROOM ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/69a381e061d2e498c001cb10690fe83b/-/prod-property-core-backend-media-brk/6669448/c99cd11b-5ab9-4b8a-8ee0-a88c57fcbff7.jpg,"KSh 145,000,000"
67,10 Bed House with En Suite at Karen,14 Bedroom Ambassadorial Home for Sale in Karen ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/27c251ee65c697fa433f73ccfefddb3a/-/prod-property-core-backend-media-brk/6305809/ddaf01b3-7e13-4b89-9b19-d4cad3fc91d0.jpg,"KSh 100,000,000"
68,5 Bed House with En Suite in Kyuna,House for sale Kyuna westlands,https://i.roamcdn.net/prop/brk/listing-thumb-376w/3d8c46ef65c99a68fe35fd8f1c82fbfe/-/prod-property-core-backend-media-brk/6690855/e4d1a91d-1fcf-4b4e-bdd9-60e752187ae0.jpg,"KSh 390,000,000"
69,Residential Land at Karen Road,3 acres for sale in karen,https://i.roamcdn.net/prop/brk/listing-thumb-376w/9377aa8b7e37250fa1f56de04ab34f7f/-/prod-property-core-backend-media-brk/6334306/eff2a1ea-9202-408d-aaee-56b00bf0e9bc.jpeg,"KSh 19,990,000"
70,3 Bed Villa with En Suite at Diani Beach Road,3 bedroom villa with a swimming pool in Diani,https://i.roamcdn.net/prop/brk/listing-thumb-376w/d9a8efe51125ff1f380c62cc7cdca575/-/prod-property-core-backend-media-brk/6477023/fd178adc-d0c7-4a99-9c62-7450f7e5331d.jpg,"KSh 6,300,000"
71,3 Bed House with En Suite in Kitengela,3 BEDROOMS BUNGALOW IN KITENGELA ACACIA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/aa4770a22e1d4fe8d66250ca6b39611f/-/prod-property-core-backend-media-brk/6690826/fa2fa92c-ffbf-4798-ad37-0f42583d93cb.jpg,"KSh 21,000,000"
72,4 Bed Apartment with En Suite in Lavington,4 Bedroom unit plus DSQ for Sale in Lavington.,https://i.roamcdn.net/prop/brk/listing-thumb-376w/7d3e7b60cf79d1d4e5f324145a8e0777/-/prod-property-core-backend-media-brk/6690817/2d377831-62c1-45f1-afb7-96d7c4deae46.jpg,"KSh 130,000,000"
73,Land at Lavington Green,Prime 0.5 acre land with Spectaculars 4 bedroom ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/8add40668c99949523489f73fa388b91/-/prod-property-core-backend-media-brk/6690800/db5292b2-e096-4a1f-9df8-0aea327316bc.JPG,"KSh 30,000,000"
74,10 ac Land in Isinya,"Vacant Plot -Isinya, Kajiado County",https://i.roamcdn.net/prop/brk/listing-thumb-376w/87f1472563095be798d76008b9355c2f/-/prod-property-core-backend-media-brk/6690758/5a88f2ec-2510-46d0-9516-28be731d1b90.JPG,"KSh 11,500,000"
75,4 Bed House with En Suite in Ruiru,4 BEDROOMS VILLAS IN RUIRU KIMBO,https://i.roamcdn.net/prop/brk/listing-thumb-376w/404e7d35f10e9d480207304bc822f77f/-/prod-property-core-backend-media-brk/6690696/c1e495aa-e0bd-4969-a465-e44612efcf2d.jpg,"KSh 62,000,000"
76,4 Bed House with En Suite in Lavington,4 BEDROOMS TOWNHOUSE IN LAVINGTON,https://i.roamcdn.net/prop/brk/listing-thumb-376w/066fd293c1f9c80ee714400e589eba3d/-/prod-property-core-backend-media-brk/6684590/a7655ec8-b004-4324-98cd-91f7950fc631.jpg,"KSh 19,500,000"
77,4 Bed House with En Suite in Kamakis,"4 BEDROOMS MAISONETE IN RUIRU BYPASS, NEAR KAMA ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/ac13744879bfc4fc98022259f91af268/-/prod-property-core-backend-media-brk/6684684/796ba70a-9635-47b9-bcd2-ff3350dddb02.jpg,"KSh 9,800,000"
78,3 Bed House with En Suite in Ruiru,3 BEDROOMS BUNGALOW IN RUIRU MATANGI,https://i.roamcdn.net/prop/brk/listing-thumb-376w/e28508673cf8646158bd3d837e42c01c/-/prod-property-core-backend-media-brk/6684843/490fe1c1-c7b6-45b7-bd5d-23dcbb74c512.jpg,"KSh 25,000,000"
79,4 Bed House with En Suite in Ruiru,4 BEDROOMS MAISONETTE PLUS DSQ 📍 RUIRU MUGUTHA ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/74824053aec10ba4b0b7f5a8fbf7f5a5/-/prod-property-core-backend-media-brk/6684673/46cf2c04-346e-4ab1-a078-2721e3ee6de1.jpg,"KSh 90,000,000"
80,6 Bed Villa with En Suite at Lavington,6 BEDROOM HOUSE FOR SALE IN LAVINGTON NAIROBI K ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/f277dd3837b7c800abb8a847b5595d93/-/prod-property-core-backend-media-brk/6690607/b1555725-caf6-4692-b81c-32f10c2fae3e.jpg,"KSh 365,000,000"
81,Land at Lavington,1.3 ACRES FOR SALE IN LAVINGTON NAIROBI KENYA,https://i.roamcdn.net/prop/brk/listing-thumb-376w/5e4614b4567755d331f3c03af7a94c6c/-/prod-property-core-backend-media-brk/6690474/dc814655-d8bf-4bd9-ab2a-f365022f6c04.jpg,"KSh 170,000,000"
82,Land at Lavington,0.8 ACRES LAND FOR SALE IN LAVINGTON NAIROBI KE ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/7fe44efa307fcb5fbd571cb526509f99/-/prod-property-core-backend-media-brk/6690559/d59eb690-8fa5-40ea-aa03-99dd082b216a.jpg,"KSh 26,000,000"
83,4 Bed Townhouse with En Suite at Lavington,4 BEDROOM HOUSE FOR SALE IN LAVINGTON NAIROBI K ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/259d179924ec3135259caaf8135ad083/-/prod-property-core-backend-media-brk/6690562/f2486c0b-13c4-4262-a925-6de1f029afa3.jpg,"KSh 32,000,000"
84,4 Bed Villa with En Suite at Kiambu Road,Elegant 4bedroom Villas for sale in the Golf co ...,https://i.roamcdn.net/prop/brk/listing-thumb-376w/813b459bbf1a629ac1937cd7dd01b73d/-/prod-property-core-backend-media-brk/6690544/46956350-772e-4862-b0f3-0ced98f740a4.jpg,"KSh 4,390,000"
85,Serviced 3 Bed Apartment with En Suite at Jcc Church,"BAMBURI GREENVIEW 1,2 & 3 BEDROOM APARTMENTS ...",https://i.roamcdn.net/prop/brk/listing-thumb-376w/82fcdbe67d1196a21ada40075fe6f676/-/prod-property-core-backend-media-brk/6690538/92a1f5da-46e3-4c35-8113-cbce7a072138.jpg,"KSh 2,350,000"
